comment,video_id,video_title,source_query,fetched_at
That kid had a look like someone just told him Santa Claus doesn't exist. He was literally deflated watching his whole argument swirl its way down the toilet.,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
Why does he look like a Dollar Store Charlie Kirk?,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
Exactly! Ice are going after non violent people and leaving the violent Americans alone!,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
"“That might be the case!”… that, in fact, is not case. 
I’m sure most of you know but undocumented migrants equate to 1% of less of all violent crime in the US. 
US citizen makes equate to 98% of all violent crimes",px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
"only 14% of those detained had a criminal record... they are CLEARLY not focused on ""criminals""...",px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
Oh well gee idk i think they need to look at the black people,px40eCC9Hik,Is ICE catching the real criminals? Isaiah Martin #immigration #debate #politics #ice,immigration policy debate,2026-08-27T05:33:04
Neo-Marxist religion is still in control of the bench; they ignore the constitution until somebody impeaches them,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
Yes it is.,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
Judge needs to lose his judicial license and go to jail - for obstruction of a presidential order,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
Fire the Judges!  Start suing them!,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
You mean communist appointed judge.,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
Name the Judge or judges.  ???,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
Get rid of the judge first,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
These judges need to be reined in.,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
Fire that judge😮😮😮😊,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
Why then arent the democrats stepping up and taking the illegals into their homes and saving them?,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
Remove that judge and bar,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
Again? It never stopped. 3 years ago 4million illegals came across the southern border. These judges were on board for everything that weakened this country.,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
No,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
Corrupt government!!!,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
Trump didn't get his way ?  Again ?,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
Need to get the judge out.,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
Democrats fight against Trump only because it's Trump. They don't care at all for the safety of American citizens.,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
We need to have a better system to get rid of these judges.,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
Some people need to discover how laws work. Judges just follow and interpret the law.,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
It's time to start arresting these liberal judges!,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
Communist!!!!,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
"Yes, and the UnAmerican judges need Something",OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
ammo up,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
Get rid of the judges!!!,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
"Again, it hasn't stopped and won't until these judges are debarred",OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
President Trump must ignore these judges over stepping their bounds.,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
This Judge has been paid off - Big Time.,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
"Not only is this idiot an activist, he belongs in prison for exceeding his authority and for accepting an appointment from a person who couldn't be President IAW the 25th amendment to the Constitution.",OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
I thought the supreme court put a stop to this??? I hope the next time a democrat wins conservative judges use this tactic 😂😂😂😂,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
We are busting at the seams and our stupid liberal Judges are making it worse.,OV1qCimwExw,"A federal judge blocked Trump’s immigrant-visa pause for 75 countries, reigniting debate over",immigration policy debate,2026-08-27T05:33:06
